job_role,skills,domain,required_skills,demand_level_india,experience_alignment
Principal News Editor,"editing, journalism, communication, leadership, decision making",Media,"news judgment, editorial direction, team management, fact checking oversight, deadline management, ethical standards",High,Advanced
Online Journalist,"journalism, digital media, writing, multimedia, communication",Media,"online publishing, digital storytelling, social media, multimedia integration, audience analytics, fast-paced writing",High,Intermediate
Assistant Online Journalist,"journalism, digital media, writing, multimedia, communication",Media,"online publishing, digital storytelling, social media, multimedia integration, audience analytics, fast-paced writing",High,Beginner
Junior Online Journalist,"journalism, digital media, writing, multimedia, communication",Media,"online publishing, digital storytelling, social media, multimedia integration, audience analytics, fast-paced writing",High,Beginner
Lead Online Journalist,"journalism, digital media, writing, multimedia, communication",Media,"online publishing, digital storytelling, social media, multimedia integration, audience analytics, fast-paced writing",High,Advanced
Senior Online Journalist,"journalism, digital media, writing, multimedia, communication",Media,"online publishing, digital storytelling, social media, multimedia integration, audience analytics, fast-paced writing",High,Advanced
Principal Online Journalist,"journalism, digital media, writing, multimedia, communication",Media,"online publishing, digital storytelling, social media, multimedia integration, audience analytics, fast-paced writing",High,Advanced
Creative Producer,"creative production, leadership, strategy, communication, project management",Creative,"project management, creative direction, team coordination, budget management, client relations, production oversight",High,Advanced
Assistant Creative Producer,"creative production, leadership, strategy, communication, project management",Creative,"project management, creative direction, team coordination, budget management, client relations, production oversight",High,Beginner
Junior Creative Producer,"creative production, leadership, strategy, communication, project management",Creative,"project management, creative direction, team coordination, budget management, client relations, production oversight",High,Beginner
Lead Creative Producer,"creative production, leadership, strategy, communication, project management",Creative,"project management, creative direction, team coordination, budget management, client relations, production oversight",High,Advanced
Senior Creative Producer,"creative production, leadership, strategy, communication, project management",Creative,"project management, creative direction, team coordination, budget management, client relations, production oversight",High,Advanced
Principal Creative Producer,"creative production, leadership, strategy, communication, project management",Creative,"project management, creative direction, team coordination, budget management, client relations, production oversight",High,Advanced
Content Curator,"content curation, research, communication, analytics, strategy",Creative,"content discovery, curation strategy, audience analysis, platform management, trend identification, quality assessment",Medium,Beginner
Assistant Content Curator,"content curation, research, communication, analytics, strategy",Creative,"content discovery, curation strategy, audience analysis, platform management, trend identification, quality assessment",Medium,Beginner
